4,0,0,1,Acc,?,?,Sing,?,?,3,?,?,0,0,0,0,1,0,ADV,PRON,0,0,0,?,1,1,0,0,0,0,0
8,2,1,2,Acc,Acc,1,Sing,Sing,1,3,?,?,0,0,0,1,1,1,NOUN,PRON,0,0,0,Ind,2,0,1,0,0,1,1
